MarketingNeighborhoodParcelId,ParcelNumber,CountyId,NoticeValue,FinalValue,Neighborhood,AverageReductionPercent,ParcelAddress,PotentialReduction,PotentialSavings,HashCode,CalculationValue,TaxRate,ParcelCity,ParcelState,ParcelZip,StreetNumber,StreetName,StreetPrefix,StreetSuffix,CreatedBy,CreatedDate,UpdatedBy,UpdatedDate,RowversionTime
748,189206,227,936785,936785,E1009,0.0681,2000 HOLLY ST,63000,1260,A00015BD0,42949762000,2,Austin,TX,78702,2000,HOLLY,,ST,1000,2024-12-19 13:12:32,1000,2024-12-19 13:12:32,0x00000002CE6366E3
749,189209,227,648326,648326,E1009,0.0681,2003 CANTERBURY ST,44000,880,A000BBFF8,42950443000,2,Austin,TX,78702,2003,CANTERBURY,,ST,1000,2024-12-19 13:12:32,1000,2024-12-19 13:12:32,0x00000002CE6366E4
750,189223,227,809245,809245,E1009,0.0681,2003 WILLOW ST,55000,1100,A003C3E08,42953621000,2,Austin,TX,78702,2003,WILLOW,,ST,1000,2024-12-19 13:12:32,1000,2024-12-19 13:12:32,0x00000002CE6366E5
751,189225,227,1801351,1801351,E1009,0.0681,2007 WILLOW ST,122000,2440,A00432B78,42954075000,2,Austin,TX,78702,2007,WILLOW,,ST,1000,2024-12-19 13:12:32,1000,2024-12-19 13:12:32,0x00000002CE6366E6
752,189230,227,839489,839489,E1009,0.0681,84 ANTHONY ST,57000,1140,A00547D10,42955210000,2,Austin,TX,78702,84,ANTHONY,,ST,1000,2024-12-19 13:12:32,1000,2024-12-19 13:12:32,0x00000002CE6366E7
753,189232,227,1502165,1502165,E1009,0.0681,2008 CANTERBURY ST,102000,2040,A005B6A80,42955664000,2,Austin,TX,78702,2008,CANTERBURY,,ST,1000,2024-12-19 13:12:32,1000,2024-12-19 13:12:32,0x00000002CE6366E8
754,189273,227,1060640,1060640,E1009,0.0681,2109 GARDEN ST,72000,1440,A00E96DF8,42964971000,2,Austin,TX,78702,2109,GARDEN,,ST,1000,2024-12-19 13:12:32,1000,2024-12-19 13:12:32,0x00000002CE6366E9
755,189322,227,1331497,1331497,E1009,0.0681,2025 E 2 ST,90000,1800,A01932730,42976094000,2,Austin,TX,78702,2025,2,E,ST,1000,2024-12-19 13:12:32,1000,2024-12-19 13:12:32,0x00000002CE6366EA
756,190941,227,1110589,1110589,E1009,0.0681,902 SPENCE ST,75000,1500,A177AF4D8,43343607000,2,Austin,TX,78702,902,SPENCE,,ST,1000,2024-12-19 13:12:32,1000,2024-12-19 13:12:32,0x00000002CE6366EB
757,190943,227,1193562,1193562,E1009,0.0681,808 SPENCE ST,81000,1620,A1781E248,43344061000,2,Austin,TX,78702,808,SPENCE,,ST,1000,2024-12-19 13:12:32,1000,2024-12-19 13:12:32,0x00000002CE6366EC
758,190966,227,936850,936850,E1009,0.0681,1107 HOLLY ST,63000,1260,A17D18CD0,43349282000,2,Austin,TX,78702,1107,HOLLY,,ST,1000,2024-12-19 13:12:32,1000,2024-12-19 13:12:32,0x00000002CE6366ED
759,190971,227,756674,756674,E1009,0.0681,54 WALLER ST,51000,1020,A17E2DE68,43350417000,2,Austin,TX,78702,54,WALLER,,ST,1000,2024-12-19 13:12:32,1000,2024-12-19 13:12:32,0x00000002CE6366EE
760,190986,227,880440,880440,E1009,0.0681,1105 WILLOW ST,59000,1180,A1816D330,43353822000,2,Austin,TX,78702,1105,WILLOW,,ST,1000,2024-12-19 13:12:32,1000,2024-12-19 13:12:32,0x00000002CE6366EF
761,191014,227,1206171,1206171,E1009,0.0681,1104 WILLOW ST,82000,1640,A1877CF50,43360178000,2,Austin,TX,78702,1104,WILLOW,,ST,1000,2024-12-19 13:12:32,1000,2024-12-19 13:12:32,0x00000002CE6366F0
762,191019,227,1473494,1473494,E1009,0.0681,1008 WILLOW ST,100000,2000,A188920E8,43361313000,2,Austin,TX,78702,1008,WILLOW,,ST,1000,2024-12-19 13:12:32,1000,2024-12-19 13:12:32,0x00000002CE6366F1
763,191023,227,749142,749142,E1009,0.0681,1000 WILLOW ST,51000,1020,A1896FBC8,43362221000,2,Austin,TX,78702,1000,WILLOW,,ST,1000,2024-12-19 13:12:32,1000,2024-12-19 13:12:32,0x00000002CE6366F2
764,191774,227,1271986,1271986,E1009,0.0681,1211 E 2 ST,86000,1720,A22C04190,43532698000,2,Austin,TX,78702,1211,2,E,ST,1000,2024-12-19 13:12:32,1000,2024-12-19 13:12:32,0x00000002CE6366F3
765,191818,227,1005730,1005730,E1009,0.0681,1303 E 2 ST,68000,1360,A2358A930,43542686000,2,Austin,TX,78702,1303,2,E,ST,1000,2024-12-19 13:12:32,1000,2024-12-19 13:12:32,0x00000002CE6366F4
766,191835,227,1247870,1247870,E1009,0.0681,1310 E 2 ST,84000,1680,A23938B68,43546545000,2,Austin,TX,78702,1310,2,E,ST,1000,2024-12-19 13:12:32,1000,2024-12-19 13:12:32,0x00000002CE6366F5
767,191887,227,968138,968138,E1009,0.0681,1411 E 3 ST,65000,1300,A2447A8C8,43558349000,2,Austin,TX,78702,1411,3,E,ST,1000,2024-12-19 13:12:32,1000,2024-12-19 13:12:32,0x00000002CE6366F6
768,191898,227,1357834,1357834,E1009,0.0681,1406 E 2 ST,92000,1840,A246DC2B0,43560846000,2,Austin,TX,78702,1406,2,E,ST,1000,2024-12-19 13:12:32,1000,2024-12-19 13:12:32,0x00000002CE6366F7
769,191913,227,659096,659096,E1009,0.0681,303 NAVASOTA ST,44000,880,A24A1B778,43564251000,2,Austin,TX,78702,303,NAVASOTA,,ST,1000,2024-12-19 13:12:32,1000,2024-12-19 13:12:32,0x00000002CE6366F8
770,724895,227,1278374,1278374,E1009,0.0681,2115 RIVERVIEW ST,87000,1740,2650038448,164551165000,2,Austin,TX,78702,2115,RIVERVIEW,,ST,1000,2024-12-19 13:12:32,1000,2024-12-19 13:12:32,0x00000002CE6366F9
771,786491,227,1077036,1077036,E1009,0.0681,1100 CLERMONT AVE,73000,1460,29916C5C68,178533457000,2,Austin,TX,78702,1100,CLERMONT,,AVE,1000,2024-12-19 13:12:32,1000,2024-12-19 13:12:32,0x00000002CE6366FA
772,818963,227,1581420,1581420,E1009,0.0681,2304 HOLLY ST,107000,2140,2B48C717A8,185904601000,2,Austin,TX,78702,2304,HOLLY,,ST,1000,2024-12-19 13:12:32,1000,2024-12-19 13:12:32,0x00000002CE6366FB
773,897203,227,1896040,1896040,E1009,0.0681,2506 WILLOW ST,129000,2580,2F6B6282A8,203665081000,2,Austin,TX,78702,2506,WILLOW,,ST,1000,2024-12-19 13:12:32,1000,2024-12-19 13:12:32,0x00000002CE6366FC
774,944091,227,1340610,1340610,E1009,0.0681,1113 E 3 ST,91000,1820,31E5CA9768,214308657000,2,Austin,TX,78702,1113,3,E,ST,1000,2024-12-19 13:12:32,1000,2024-12-19 13:12:32,0x00000002CE6366FD
775,187639,227,630459,630459,E1100,0.0632,2809 E 3 ST,39000,780,9EACDAB88,42594053000,2,Austin,TX,78702,2809,3,E,ST,1000,2024-12-19 13:12:32,1000,2024-12-19 13:12:32,0x00000002CE6366FE
776,187664,227,1044165,1044165,E1100,0.0632,2906 E 2 ST,65000,1300,9EB244380,42599728000,2,Austin,TX,78702,2906,2,E,ST,1000,2024-12-19 13:12:32,1000,2024-12-19 13:12:32,0x00000002CE6366FF
777,187673,227,914626,914626,E1100,0.0632,303 BROADWAY ST,57000,1140,9EB436FF8,42601771000,2,Austin,TX,78702,303,BROADWAY,,ST,1000,2024-12-19 13:12:32,1000,2024-12-19 13:12:32,0x00000002CE636701
778,189361,227,682087,682087,E1100,0.0632,2209 SANTA RITA ST,43000,860,A021A3D38,42984947000,2,Austin,TX,78702,2209,SANTA RITA,,ST,1000,2024-12-19 13:12:32,1000,2024-12-19 13:12:32,0x00000002CE636702
779,189373,227,822200,822200,E1100,0.0632,2317 SANTA RITA ST,51000,1020,A0243CDD8,42987671000,2,Austin,TX,78702,2317,SANTA RITA,,ST,1000,2024-12-19 13:12:32,1000,2024-12-19 13:12:32,0x00000002CE636703
780,189386,227,692740,692740,E1100,0.0632,2204 E 2 1/2 ST,43000,860,A0270D530,42990622000,2,Austin,TX,78702,2204,2.5,E,ST,1000,2024-12-19 13:12:32,1000,2024-12-19 13:12:32,0x00000002CE636704
781,189419,227,732859,732859,E1100,0.0632,2208 SANTA MARIA ST,46000,920,A02E322E8,42998113000,2,Austin,TX,78702,2208,SANTA MARIA,,ST,1000,2024-12-19 13:12:32,1000,2024-12-19 13:12:32,0x00000002CE636705
782,189425,227,602638,602638,E1100,0.0632,2203 E 5 ST,38000,760,A02F7EB38,42999475000,2,Austin,TX,78702,2203,5,E,ST,1000,2024-12-19 13:12:32,1000,2024-12-19 13:12:32,0x00000002CE636706
783,189435,227,645318,645318,E1100,0.0632,2200 SANTA ROSA ST,40000,800,A031A8E68,43001745000,2,Austin,TX,78702,2200,SANTA ROSA,,ST,1000,2024-12-19 13:12:32,1000,2024-12-19 13:12:32,0x00000002CE636707
784,189480,227,650144,650144,E1100,0.0632,2318 SANTA RITA ST,41000,820,A03B66CC0,43011960000,2,Austin,TX,78702,2318,SANTA RITA,,ST,1000,2024-12-19 13:12:32,1000,2024-12-19 13:12:32,0x00000002CE636708
785,189486,227,720084,720084,E1100,0.0632,2304 SANTA RITA ST,45000,900,A03CB3510,43013322000,2,Austin,TX,78702,2304,SANTA RITA,,ST,1000,2024-12-19 13:12:32,1000,2024-12-19 13:12:32,0x00000002CE636709
786,189489,227,772331,772331,E1100,0.0632,2315 SANTA MARIA ST,48000,960,A03D59938,43014003000,2,Austin,TX,78702,2315,SANTA MARIA,,ST,1000,2024-12-19 13:12:32,1000,2024-12-19 13:12:32,0x00000002CE63670A
787,189493,227,798957,798957,E1100,0.0632,2305 SANTA ROSA ST,50000,1000,A03E37418,43014911000,2,Austin,TX,78702,2305,SANTA ROSA,,ST,1000,2024-12-19 13:12:32,1000,2024-12-19 13:12:32,0x00000002CE63670B
788,189498,227,704556,704556,E1100,0.0632,2315 SANTA ROSA ST,44000,880,A03F4C5B0,43016046000,2,Austin,TX,78702,2315,SANTA ROSA,,ST,1000,2024-12-19 13:12:32,1000,2024-12-19 13:12:32,0x00000002CE63670C
789,189504,227,669407,669407,E1100,0.0632,2327 SANTA ROSA ST,42000,840,A04098E00,43017408000,2,Austin,TX,78702,2327,SANTA ROSA,,ST,1000,2024-12-19 13:12:32,1000,2024-12-19 13:12:32,0x00000002CE63670D
790,189507,227,705695,705695,E1100,0.0632,2322 SANTA MARIA ST,44000,880,A0413F228,43018089000,2,Austin,TX,78702,2322,SANTA MARIA,,ST,1000,2024-12-19 13:12:32,1000,2024-12-19 13:12:32,0x00000002CE63670E
791,189537,227,607947,607947,E1100,0.0632,2322 SANTA ROSA ST,38000,760,A047BDBB8,43024899000,2,Austin,TX,78702,2322,SANTA ROSA,,ST,1000,2024-12-19 13:12:32,1000,2024-12-19 13:12:32,0x00000002CE63670F
792,189540,227,853657,853657,E1100,0.0632,2316 SANTA ROSA ST,53000,1060,A04863FE0,43025580000,2,Austin,TX,78702,2316,SANTA ROSA,,ST,1000,2024-12-19 13:12:32,1000,2024-12-19 13:12:32,0x00000002CE636710
793,189542,227,611265,611265,E1100,0.0632,2312 SANTA ROSA ST,38000,760,A048D2D50,43026034000,2,Austin,TX,78702,2312,SANTA ROSA,,ST,1000,2024-12-19 13:12:32,1000,2024-12-19 13:12:32,0x00000002CE636711
794,189548,227,696571,696571,E1100,0.0632,2300 SANTA ROSA ST,44000,880,A04A1F5A0,43027396000,2,Austin,TX,78702,2300,SANTA ROSA,,ST,1000,2024-12-19 13:12:32,1000,2024-12-19 13:12:32,0x00000002CE636712
795,189559,227,833083,833083,E1100,0.0632,308 PEDERNALES ST,52000,1040,A04C80F88,43029893000,2,Austin,TX,78702,308,PEDERNALES,,ST,1000,2024-12-19 13:12:32,1000,2024-12-19 13:12:32,0x00000002CE636713
796,189597,227,607169,607169,E1100,0.0632,207 PEDERNALES ST,38000,760,A054BAED8,43038519000,2,Austin,TX,78702,207,PEDERNALES,,ST,1000,2024-12-19 13:12:32,1000,2024-12-19 13:12:32,0x00000002CE636714
797,189600,227,645590,645590,E1100,0.0632,2507 E 3 ST,40000,800,A05561300,43039200000,2,Austin,TX,78702,2507,3,E,ST,1000,2024-12-19 13:12:32,1000,2024-12-19 13:12:32,0x00000002CE636715
798,189602,227,671453,671453,E1100,0.0632,2511 E 3 ST,42000,840,A055D0070,43039654000,2,Austin,TX,78702,2511,3,E,ST,1000,2024-12-19 13:12:32,1000,2024-12-19 13:12:32,0x00000002CE636716
799,189613,227,973762,973762,E1100,0.0632,2512 E 2 ST,61000,1220,A05831A58,43042151000,2,Austin,TX,78702,2512,2,E,ST,1000,2024-12-19 13:12:32,1000,2024-12-19 13:12:32,0x00000002CE636717
800,189619,227,856250,856250,E1100,0.0632,2511 E 4 ST,54000,1080,A0597E2A8,43043513000,2,Austin,TX,78702,2511,4,E,ST,1000,2024-12-19 13:12:32,1000,2024-12-19 13:12:32,0x00000002CE636718
801,189621,227,840314,840314,E1100,0.0632,2515 E 4 ST,53000,1060,A059ED018,43043967000,2,Austin,TX,78702,2515,4,E,ST,1000,2024-12-19 13:12:32,1000,2024-12-19 13:12:32,0x00000002CE636719
802,189626,227,619403,619403,E1100,0.0632,2518 E 3 ST,39000,780,A05B021B0,43045102000,2,Austin,TX,78702,2518,3,E,ST,1000,2024-12-19 13:12:32,1000,2024-12-19 13:12:32,0x00000002CE63671A
803,189644,227,602284,602284,E1100,0.0632,2515 E 5 ST,38000,760,A05EE7AA0,43049188000,2,Austin,TX,78702,2515,5,E,ST,1000,2024-12-19 13:12:32,1000,2024-12-19 13:12:32,0x00000002CE63671B
804,189662,227,652273,646468,E1100,0.0632,2611 E 2 ST,41000,820,A062CD390,43053274000,2,Austin,TX,78702,2611,2,E,ST,1000,2024-12-19 13:12:32,1000,2024-12-19 13:12:32,0x00000002CE63671C
805,189663,227,628855,628855,E1100,0.0632,2613 E 2 ST,39000,780,A06304A48,43053501000,2,Austin,TX,78702,2613,2,E,ST,1000,2024-12-19 13:12:32,1000,2024-12-19 13:12:32,0x00000002CE63671D
806,189667,227,641688,641688,E1100,0.0632,2705 E 2 ST,40000,800,A063E2528,43054409000,2,Austin,TX,78702,2705,2,E,ST,1000,2024-12-19 13:12:32,1000,2024-12-19 13:12:32,0x00000002CE63671E
807,189668,227,671334,671334,E1100,0.0632,2707 E 2 ST,42000,840,A06419BE0,43054636000,2,Austin,TX,78702,2707,2,E,ST,1000,2024-12-19 13:12:32,1000,2024-12-19 13:12:32,0x00000002CE63671F
808,189697,227,726019,726019,E1100,0.0632,2609 E 3 ST,45000,900,A06A60EB8,43061219000,2,Austin,TX,78702,2609,3,E,ST,1000,2024-12-19 13:12:32,1000,2024-12-19 13:12:32,0x00000002CE636720
809,189713,227,608511,608511,E1100,0.0632,2714 E 2 ST,38000,760,A06DD7A38,43064851000,2,Austin,TX,78702,2714,2,E,ST,1000,2024-12-19 13:12:32,1000,2024-12-19 13:12:32,0x00000002CE636721
810,189723,227,633481,633481,E1100,0.0632,2604 E 2 ST,40000,800,A07001D68,43067121000,2,Austin,TX,78702,2604,2,E,ST,1000,2024-12-19 13:12:32,1000,2024-12-19 13:12:32,0x00000002CE636722
811,189728,227,642955,642955,E1100,0.0632,2603 E 4 ST,40000,800,A07116F00,43068256000,2,Austin,TX,78702,2603,4,E,ST,1000,2024-12-19 13:12:32,1000,2024-12-19 13:12:32,0x00000002CE636723
812,189740,227,939668,939668,E1100,0.0632,2709 E 4 ST,59000,1180,A073AFFA0,43070980000,2,Austin,TX,78702,2709,4,E,ST,1000,2024-12-19 13:12:32,1000,2024-12-19 13:12:32,0x00000002CE636724
813,189744,227,615655,615655,E1100,0.0632,306 N PLEASANT VALLEY RD,38000,760,A0748DA80,43071888000,2,Austin,TX,78702,306,PLEASANT VALLEY,N,RD,1000,2024-12-19 13:12:32,1000,2024-12-19 13:12:32,0x00000002CE636725
814,189750,227,623578,623578,E1100,0.0632,2708 E 3 ST,39000,780,A075DA2D0,43073250000,2,Austin,TX,78702,2708,3,E,ST,1000,2024-12-19 13:12:32,1000,2024-12-19 13:12:32,0x00000002CE636726
815,189752,227,631122,631122,E1100,0.0632,2704 E 3 ST,39000,780,A07649040,43073704000,2,Austin,TX,78702,2704,3,E,ST,1000,2024-12-19 13:12:32,1000,2024-12-19 13:12:32,0x00000002CE636727
816,189768,227,828793,828793,E1100,0.0632,2604 E 4 ST,52000,1040,A079BFBC0,43077336000,2,Austin,TX,78702,2604,4,E,ST,1000,2024-12-19 13:12:32,1000,2024-12-19 13:12:32,0x00000002CE636728
817,189787,227,711865,711865,E1100,0.0632,2605 E 5 ST,44000,880,A07DDCB68,43081649000,2,Austin,TX,78702,2605,5,E,ST,1000,2024-12-19 13:12:32,1000,2024-12-19 13:12:32,0x00000002CE636729
818,189810,227,684473,684473,E1100,0.0632,311 N PLEASANT VALLEY RD,43000,860,A082D75F0,43086870000,2,Austin,TX,78702,311,PLEASANT VALLEY,N,RD,1000,2024-12-19 13:12:32,1000,2024-12-19 13:12:32,0x00000002CE63672A
819,189811,227,1006775,1006775,E1100,0.0632,2805 E 4 ST,63000,1260,A0830ECA8,43087097000,2,Austin,TX,78702,2805,4,E,ST,1000,2024-12-19 13:12:32,1000,2024-12-19 13:12:32,0x00000002CE63672B
820,189814,227,777941,777941,E1100,0.0632,2811 E 4 ST,49000,980,A083B50D0,43087778000,2,Austin,TX,78702,2811,4,E,ST,1000,2024-12-19 13:12:32,1000,2024-12-19 13:12:32,0x00000002CE63672C
821,189818,227,937766,937766,E1100,0.0632,405 N PLEASANT VALLEY RD,59000,1180,A08492BB0,43088686000,2,Austin,TX,78702,405,PLEASANT VALLEY,N,RD,1000,2024-12-19 13:12:32,1000,2024-12-19 13:12:32,0x00000002CE63672D
822,189840,227,714640,714640,E1100,0.0632,506 TILLERY ST,45000,900,A08955F80,43093680000,2,Austin,TX,78702,506,TILLERY,,ST,1000,2024-12-19 13:12:32,1000,2024-12-19 13:12:32,0x00000002CE63672E
823,189842,227,778365,778365,E1100,0.0632,502 TILLERY ST,49000,980,A089C4CF0,43094134000,2,Austin,TX,78702,502,TILLERY,,ST,1000,2024-12-19 13:12:32,1000,2024-12-19 13:12:32,0x00000002CE63672F
824,189851,227,632491,632491,E1100,0.0632,2901 E 4 ST,39000,780,A08BB7968,43096177000,2,Austin,TX,78702,2901,4,E,ST,1000,2024-12-19 13:12:32,1000,2024-12-19 13:12:32,0x00000002CE636730
825,189853,227,643577,643577,E1100,0.0632,2905 E 4 ST,40000,800,A08C266D8,43096631000,2,Austin,TX,78702,2905,4,E,ST,1000,2024-12-19 13:12:32,1000,2024-12-19 13:12:32,0x00000002CE636731
826,189855,227,637100,637100,E1100,0.0632,2909 E 4 ST,40000,800,A08C95448,43097085000,2,Austin,TX,78702,2909,4,E,ST,1000,2024-12-19 13:12:32,1000,2024-12-19 13:12:32,0x00000002CE636732
827,189875,227,728273,728273,E1100,0.0632,601 TILLERY ST,46000,920,A090E9AA8,43101625000,2,Austin,TX,78702,601,TILLERY,,ST,1000,2024-12-19 13:12:32,1000,2024-12-19 13:12:32,0x00000002CE636733
828,189885,227,707745,707745,E1100,0.0632,610 ALLEN ST,44000,880,A09313DD8,43103895000,2,Austin,TX,78702,610,ALLEN,,ST,1000,2024-12-19 13:12:32,1000,2024-12-19 13:12:32,0x00000002CE636734
829,189895,227,930374,930374,E1100,0.0632,506 ALLEN ST,58000,1160,A0953E108,43106165000,2,Austin,TX,78702,506,ALLEN,,ST,1000,2024-12-19 13:12:32,1000,2024-12-19 13:12:32,0x00000002CE636735
830,189920,227,701946,701946,E1100,0.0632,601 ALLEN ST,44000,880,A09AA7900,43111840000,2,Austin,TX,78702,601,ALLEN,,ST,1000,2024-12-19 13:12:32,1000,2024-12-19 13:12:32,0x00000002CE636736
831,189931,227,1178868,1178868,E1100,0.0632,610 VERMONT RD,74000,1480,A09D092E8,43114337000,2,Austin,TX,78702,610,VERMONT,,RD,1000,2024-12-19 13:12:32,1000,2024-12-19 13:12:32,0x00000002CE636737
832,189962,227,883827,883827,E1100,0.0632,603 VERMONT RD,55000,1100,A0A3BF330,43121374000,2,Austin,TX,78702,603,VERMONT,,RD,1000,2024-12-19 13:12:32,1000,2024-12-19 13:12:32,0x00000002CE636738
833,191122,227,635527,635527,E1100,0.0632,2502 E 6 ST,40000,800,A19EDE4F0,43384694000,2,Austin,TX,78702,2502,6,E,ST,1000,2024-12-19 13:12:32,1000,2024-12-19 13:12:32,0x00000002CE636739
834,191125,227,786050,786050,E1100,0.0632,2601 HIDALGO ST,49000,980,A19F84918,43385375000,2,Austin,TX,78702,2601,HIDALGO,,ST,1000,2024-12-19 13:12:32,1000,2024-12-19 13:12:32,0x00000002CE63673A
835,191135,227,697852,697852,E1100,0.0632,2509 DIAZ ST,44000,880,A1A1AEC48,43387645000,2,Austin,TX,78702,2509,DIAZ,,ST,1000,2024-12-19 13:12:32,1000,2024-12-19 13:12:32,0x00000002CE63673B
836,191140,227,802340,802340,E1100,0.0632,2605 DIAZ ST,50000,1000,A1A2C3DE0,43388780000,2,Austin,TX,78702,2605,DIAZ,,ST,1000,2024-12-19 13:12:32,1000,2024-12-19 13:12:32,0x00000002CE63673C
837,191142,227,698965,698965,E1100,0.0632,2609 DIAZ ST,44000,880,A1A332B50,43389234000,2,Austin,TX,78702,2609,DIAZ,,ST,1000,2024-12-19 13:12:32,1000,2024-12-19 13:12:32,0x00000002CE63673D
838,191145,227,824360,824360,E1100,0.0632,2612 HIDALGO ST,52000,1040,A1A3D8F78,43389915000,2,Austin,TX,78702,2612,HIDALGO,,ST,1000,2024-12-19 13:12:32,1000,2024-12-19 13:12:32,0x00000002CE63673E
839,191146,227,639443,639443,E1100,0.0632,2610 HIDALGO ST,40000,800,A1A410630,43390142000,2,Austin,TX,78702,2610,HIDALGO,,ST,1000,2024-12-19 13:12:32,1000,2024-12-19 13:12:32,0x00000002CE63673F
840,191158,227,717155,717155,E1100,0.0632,2500 HIDALGO ST,45000,900,A1A6A96D0,43392866000,2,Austin,TX,78702,2500,HIDALGO,,ST,1000,2024-12-19 13:12:32,1000,2024-12-19 13:12:32,0x00000002CE636740
841,191177,227,638324,638324,E1100,0.0632,2510 DIAZ ST,40000,800,A1AAC6678,43397179000,2,Austin,TX,78702,2510,DIAZ,,ST,1000,2024-12-19 13:12:32,1000,2024-12-19 13:12:32,0x00000002CE636741
842,368529,227,655611,655611,E1100,0.0632,3010 E 2 ST,41000,820,137A4A8638,83656083000,2,Austin,TX,78702,3010,2,E,ST,1000,2024-12-19 13:12:32,1000,2024-12-19 13:12:32,0x00000002CE636742
843,368530,227,663902,663902,E1100,0.0632,3008 E 2 ST,41000,820,137A4DFCF0,83656310000,2,Austin,TX,78702,3008,2,E,ST,1000,2024-12-19 13:12:32,1000,2024-12-19 13:12:32,0x00000002CE636743
844,368532,227,663902,663902,E1100,0.0632,3004 E 2 ST,41000,820,137A54EA60,83656764000,2,Austin,TX,78702,3004,2,E,ST,1000,2024-12-19 13:12:32,1000,2024-12-19 13:12:32,0x00000002CE636744
845,368535,227,665847,665847,E1100,0.0632,205 LINDEN ST,42000,840,137A5F4E88,83657445000,2,Austin,TX,78702,205,LINDEN,,ST,1000,2024-12-19 13:12:32,1000,2024-12-19 13:12:32,0x00000002CE636745
846,368539,227,662840,662840,E1100,0.0632,3007 E 3 ST,41000,820,137A6D2968,83658353000,2,Austin,TX,78702,3007,3,E,ST,1000,2024-12-19 13:12:32,1000,2024-12-19 13:12:32,0x00000002CE636746
847,368541,227,662840,662840,E1100,0.0632,3011 E 3 ST,41000,820,137A7416D8,83658807000,2,Austin,TX,78702,3011,3,E,ST,1000,2024-12-19 13:12:32,1000,2024-12-19 13:12:32,0x00000002CE636747
848,368553,227,613933,613933,E1100,0.0632,301 TILLERY SQ,38000,760,137A9DA778,83661531000,2,Austin,TX,78702,301,TILLERY,,SQ,1000,2024-12-19 13:12:32,1000,2024-12-19 13:12:32,0x00000002CE636748
849,368565,227,662840,662840,E1100,0.0632,3000 E 3 ST,41000,820,137AC73818,83664255000,2,Austin,TX,78702,3000,3,E,ST,1000,2024-12-19 13:12:32,1000,2024-12-19 13:12:32,0x00000002CE636749
850,368568,227,645982,645982,E1100,0.0632,307 LINDEN ST,40000,800,137AD19C40,83664936000,2,Austin,TX,78702,307,LINDEN,,ST,1000,2024-12-19 13:12:32,1000,2024-12-19 13:12:32,0x00000002CE63674A
851,748635,227,886064,886064,E1D7C,0.0807,2020 E 2 ST A,71000,1420,279138D368,169940145000,2,Austin,TX,78702,2020,2,E,ST,1000,2024-12-19 13:12:32,1000,2024-12-19 13:12:32,0x00000002CE63674B
852,749978,227,733168,733168,E1D7C,0.0807,1409 E 2 ST B1,59000,1180,27A364A2B0,170245006000,2,Austin,TX,78702,1409,2,E,ST,1000,2024-12-19 13:12:32,1000,2024-12-19 13:12:32,0x00000002CE63674C
853,749979,227,740958,740958,E1D7C,0.0807,1411 E 2 ST A2,59000,1180,27A3681968,170245233000,2,Austin,TX,78702,1411,2,E,ST,1000,2024-12-19 13:12:32,1000,2024-12-19 13:12:32,0x00000002CE63674D
854,749980,227,733168,733168,E1D7C,0.0807,1411 E 2 ST B2,59000,1180,27A36B9020,170245460000,2,Austin,TX,78702,1411,2,E,ST,1000,2024-12-19 13:12:32,1000,2024-12-19 13:12:32,0x00000002CE63674E
855,768999,227,1120121,1120121,E1D7C,0.0807,2008 RIVERVIEW ST A,90000,1800,28A4C08808,174562773000,2,Austin,TX,78702,2008,RIVERVIEW,,ST,1000,2024-12-19 13:12:32,1000,2024-12-19 13:12:32,0x00000002CE63674F
856,769057,227,784563,784563,E1D7C,0.0807,1207 E 2 ST B,63000,1260,28A5896DB8,174575939000,2,Austin,TX,78702,1207,2,E,ST,1000,2024-12-19 13:12:32,1000,2024-12-19 13:12:32,0x00000002CE636750
857,785570,227,782157,782157,E1D7C,0.0807,1610 HASKELL ST A,63000,1260,2984F64070,178324390000,2,Austin,TX,78702,1610,HASKELL,,ST,1000,2024-12-19 13:12:32,1000,2024-12-19 13:12:32,0x00000002CE636751
858,785571,227,795799,795799,E1D7C,0.0807,1610 HASKELL ST B,64000,1280,2984F9B728,178324617000,2,Austin,TX,78702,1610,HASKELL,,ST,1000,2024-12-19 13:12:32,1000,2024-12-19 13:12:32,0x00000002CE636752
859,785580,227,795799,795799,E1D7C,0.0807,1608 HASKELL ST B,64000,1280,298518E3A0,178326660000,2,Austin,TX,78702,1608,HASKELL,,ST,1000,2024-12-19 13:12:32,1000,2024-12-19 13:12:32,0x00000002CE636753
860,852289,227,957343,957343,E1D7C,0.0807,2112 HASKELL ST A,77000,1540,2D0BAFDCB8,193469603000,2,Austin,TX,78702,2112,HASKELL,,ST,1000,2024-12-19 13:12:32,1000,2024-12-19 13:12:32,0x00000002CE636754
861,852545,227,632619,632619,E1D7C,0.0807,1210 GARDEN ST B,51000,1020,2D0F2694B8,193527715000,2,Austin,TX,78702,1210,GARDEN,,ST,1000,2024-12-19 13:12:32,1000,2024-12-19 13:12:32,0x00000002CE636755
862,853503,227,805395,805395,E1D7C,0.0807,2500 E 3 ST A,64000,1280,2D1C1CD948,193745181000,2,Austin,TX,78702,2500,3,E,ST,1000,2024-12-19 13:12:32,1000,2024-12-19 13:12:32,0x00000002CE636756
863,853505,227,810029,810029,E1D7C,0.0807,2501 E 4 ST A,65000,1300,2D1C23C6B8,193745635000,2,Austin,TX,78702,2501,4,E,ST,1000,2024-12-19 13:12:32,1000,2024-12-19 13:12:32,0x00000002CE636757
